Compa No.,Population,Temperature,Generation,Weight,Length,Stage
TANK1.1,HTC4,H,1,0.091,22,Juv
TANK1.1,HTC4,H,1,0.284,29,Juv
TANK1.1,HTC4,H,1,0.186,25,Juv
TANK1.1,HTC4,H,1,0.228,25,Juv
TANK1.1,HTC4,H,1,0.095,22,Juv
TANK1.1,HTC4,H,1,0.555,33,Juv
TANK1.1,HTC4,H,1,0.12,24,Juv
TANK1.1,HTC4,H,1,0.577,31,Juv
TANK1.1,HTC4,H,1,0.199,25,Juv
TANK1.1,HTC4,H,1,0.122,23,Juv
TANK1.1,HTC4,H,1,0.153,25,Juv
TANK1.1,HTC4,H,1,0.26,30,Juv
TANK1.1,HTC4,H,1,0.106,22,Juv
TANK1.1,HTC4,H,1,0.223,26,Juv
TANK1.1,HTC4,H,1,0.556,34,Juv
TANK1.1,HTC4,H,1,0.167,26,Juv
TANK1.1,HTC4,H,1,0.281,28,Juv
TANK1.1,HTC4,H,1,0.487,34,Juv
TANK1.1,HTC4,H,1,0.343,25,Juv
TANK1.1,HTC4,H,1,0.086,21,Juv
TANK2.1,LTC1,L,1,0.462,35,Juv
TANK2.1,LTC1,L,1,0.111,24,Juv
TANK2.1,LTC1,L,1,0.054,17,Juv
TANK2.1,LTC1,L,1,0.344,32,Juv
TANK2.1,LTC1,L,1,0.025,17,Juv
TANK2.1,LTC1,L,1,0.047,18,Juv
TANK2.1,LTC1,L,1,NA,32,Juv
TANK2.1,LTC1,L,1,0.09,21,Juv
TANK2.1,LTC1,L,1,0.32,33,Juv
TANK2.1,LTC1,L,1,0.061,19,Juv
TANK2.1,LTC1,L,1,0.187,25,Juv
TANK2.1,LTC1,L,1,0.147,25,Juv
TANK2.1,LTC1,L,1,0.213,24,Juv
TANK2.1,LTC1,L,1,0.306,29,Juv
TANK2.1,LTC1,L,1,0.124,24,Juv
TANK2.1,LTC1,L,1,0.242,27,Juv
TANK2.1,LTC1,L,1,0.021,15,Juv
TANK2.1,LTC1,L,1,0.28,29,Juv
TANK2.1,LTC1,L,1,0.325,26,Juv
TANK2.1,LTC1,L,1,0.201,25,Juv
TANK3.2,HTC5,H,1,0.197,28,Juv
TANK3.2,HTC5,H,1,0.194,25,Juv
TANK3.2,HTC5,H,1,0.292,29,Juv
TANK3.2,HTC5,H,1,0.307,32,Juv
TANK3.2,HTC5,H,1,0.232,25,Juv
TANK3.2,HTC5,H,1,0.295,30,Juv
TANK3.2,HTC5,H,1,0.338,28,Juv
TANK3.2,HTC5,H,1,0.21,28,Juv
TANK3.2,HTC5,H,1,0.234,26,Juv
TANK3.2,HTC5,H,1,0.224,28,Juv
TANK3.2,HTC5,H,1,0.266,29,Juv
TANK3.2,HTC5,H,1,0.185,27,Juv
TANK3.2,HTC5,H,1,0.366,32,Juv
TANK3.2,HTC5,H,1,0.471,35,Juv
TANK3.2,HTC5,H,1,0.17,25,Juv
TANK3.2,HTC5,H,1,0.07,20,Juv
TANK3.2,HTC5,H,1,0.161,26,Juv
TANK3.2,HTC5,H,1,0.127,26,Juv
TANK3.2,HTC5,H,1,0.342,29,Juv
TANK3.2,HTC5,H,1,0.096,21,Juv
TANK5.1,LTC3,L,1,0.158,26,Juv
TANK5.1,LTC3,L,1,NA,13,Juv
TANK5.1,LTC3,L,1,0.558,34,Juv
TANK5.1,LTC3,L,1,0.092,22,Juv
TANK5.1,LTC3,L,1,0.162,24,Juv
TANK5.1,LTC3,L,1,0.12,21,Juv
TANK5.1,LTC3,L,1,0.07,21,Juv
TANK5.1,LTC3,L,1,0.505,32,Juv
TANK5.1,LTC3,L,1,0.111,21,Juv
TANK5.1,LTC3,L,1,0.074,21,Juv
TANK5.1,LTC3,L,1,0.23,30,Juv
TANK5.1,LTC3,L,1,0.126,25,Juv
TANK5.1,LTC3,L,1,0.227,27,Juv
TANK5.1,LTC3,L,1,0.07,19,Juv
TANK5.1,LTC3,L,1,0.165,22,Juv
TANK5.1,LTC3,L,1,0.083,20,Juv
TANK5.1,LTC3,L,1,0.088,20,Juv
TANK5.1,LTC3,L,1,0.128,24,Juv
TANK5.1,LTC3,L,1,0.087,20,Juv
TANK5.1,LTC3,L,1,0.113,20,Juv
TANK1.1,HTC4,H,2,0.338,31,Juv
TANK1.1,HTC4,H,2,0.302,30,Juv
TANK1.1,HTC4,H,2,0.538,37,Juv
TANK1.1,HTC4,H,2,0.43,35,Juv
TANK1.1,HTC4,H,2,0.402,35,Juv
TANK1.1,HTC4,H,2,0.393,35,Juv
TANK1.1,HTC4,H,2,0.396,34,Juv
TANK1.1,HTC4,H,2,0.436,34,Juv
TANK1.1,HTC4,H,2,0.331,33,Juv
TANK1.1,HTC4,H,2,0.288,30,Juv
TANK1.1,HTC4,H,2,0.334,29,Juv
TANK1.1,HTC4,H,2,0.376,33,Juv
TANK1.1,HTC4,H,2,0.479,35,Juv
TANK1.1,HTC4,H,2,0.544,36,Juv
TANK1.1,HTC4,H,2,0.409,34,Juv
TANK1.1,HTC4,H,2,0.193,28,Juv
TANK1.1,HTC4,H,2,0.848,39,Juv
TANK1.1,HTC4,H,2,0.126,30,Juv
TANK1.1,HTC4,H,2,0.324,32,Juv
TANK1.1,HTC4,H,2,0.507,37,Juv
TANK2.1,LTC1,L,2,0.315,32,Juv
TANK2.1,LTC1,L,2,0.331,31,Juv
TANK2.1,LTC1,L,2,0.146,26,Juv
TANK2.1,LTC1,L,2,0.581,37,Juv
TANK2.1,LTC1,L,2,0.237,29,Juv
TANK2.1,LTC1,L,2,0.24,30,Juv
TANK2.1,LTC1,L,2,0.175,27,Juv
TANK2.1,LTC1,L,2,0.45,32,Juv
TANK2.1,LTC1,L,2,0.18,28,Juv
TANK2.1,LTC1,L,2,0.107,23,Juv
TANK2.1,LTC1,L,2,0.25,28,Juv
TANK2.1,LTC1,L,2,0.39,31,Juv
TANK2.1,LTC1,L,2,0.28,30,Juv
TANK2.1,LTC1,L,2,0.115,23,Juv
TANK2.1,LTC1,L,2,0.208,28,Juv
TANK2.1,LTC1,L,2,0.199,27,Juv
TANK2.1,LTC1,L,2,0.377,32,Juv
TANK2.1,LTC1,L,2,0.75,36,Juv
TANK2.1,LTC1,L,2,0.366,33,Juv
TANK2.1,LTC1,L,2,0.162,25,Juv
TANK3.2,HTC5,H,2,0.443,36,Juv
TANK3.2,HTC5,H,2,0.399,34,Juv
TANK3.2,HTC5,H,2,0.251,30,Juv
TANK3.2,HTC5,H,2,0.124,34,Juv
TANK3.2,HTC5,H,2,0.208,28,Juv
TANK3.2,HTC5,H,2,0.251,29,Juv
TANK3.2,HTC5,H,2,0.113,21,Juv
TANK3.2,HTC5,H,2,0.425,33,Juv
TANK3.2,HTC5,H,2,0.455,35,Juv
TANK3.2,HTC5,H,2,0.308,31,Juv
TANK3.2,HTC5,H,2,0.247,29,Juv
TANK3.2,HTC5,H,2,0.154,24,Juv
TANK3.2,HTC5,H,2,0.277,29,Juv
TANK3.2,HTC5,H,2,0.309,30,Juv
TANK3.2,HTC5,H,2,0.482,36,Juv
TANK3.2,HTC5,H,2,0.353,31,Juv
TANK3.2,HTC5,H,2,0.857,38,Juv
TANK3.2,HTC5,H,2,0.61,34,Juv
TANK3.2,HTC5,H,2,0.25,29,Juv
TANK3.2,HTC5,H,2,0.287,29,Juv
TANK5.1,LTC3,L,2,0.259,23,Juv
TANK5.1,LTC3,L,2,0.383,38,Juv
TANK5.1,LTC3,L,2,0.368,30,Juv
TANK5.1,LTC3,L,2,0.426,33,Juv
TANK5.1,LTC3,L,2,0.33,31,Juv
TANK5.1,LTC3,L,2,0.287,29,Juv
TANK5.1,LTC3,L,2,0.332,30,Juv
TANK5.1,LTC3,L,2,0.388,32,Juv
TANK5.1,LTC3,L,2,0.301,26,Juv
TANK5.1,LTC3,L,2,0.526,37,Juv
TANK5.1,LTC3,L,2,0.257,27,Juv
TANK5.1,LTC3,L,2,0.47,30,Juv
TANK5.1,LTC3,L,2,0.188,25,Juv
TANK5.1,LTC3,L,2,0.218,29,Juv
TANK5.1,LTC3,L,2,0.326,30,Juv
TANK5.1,LTC3,L,2,0.358,31,Juv
TANK5.1,LTC3,L,2,0.333,29,Juv
TANK5.1,LTC3,L,2,0.336,30,Juv
TANK5.1,LTC3,L,2,0.134,23,Juv
TANK5.1,LTC3,L,2,0.222,26,Juv
TANK1.1,HTC4,H,3,0.245,29,Juv
TANK1.1,HTC4,H,3,0.227,28,Juv
TANK1.1,HTC4,H,3,0.203,27,Juv
TANK1.1,HTC4,H,3,0.5,36,Juv
TANK1.1,HTC4,H,3,0.315,32,Juv
TANK1.1,HTC4,H,3,0.403,33,Juv
TANK1.1,HTC4,H,3,0.158,25,Juv
TANK1.1,HTC4,H,3,0.355,32,Juv
TANK1.1,HTC4,H,3,0.258,29,Juv
TANK1.1,HTC4,H,3,0.419,36,Juv
TANK1.1,HTC4,H,3,0.218,29,Juv
TANK1.1,HTC4,H,3,0.213,27,Juv
TANK1.1,HTC4,H,3,0.266,31,Juv
TANK1.1,HTC4,H,3,0.493,34,Juv
TANK1.1,HTC4,H,3,0.275,31,Juv
TANK1.1,HTC4,H,3,0.191,27,Juv
TANK1.1,HTC4,H,3,0.44,34,Juv
TANK1.1,HTC4,H,3,0.245,28,Juv
TANK1.1,HTC4,H,3,0.16,27,Juv
TANK1.1,HTC4,H,3,0.361,32,Juv
TANK2.1,LTC1,L,3,0.427,33,Juv
TANK2.1,LTC1,L,3,0.352,33,Juv
TANK2.1,LTC1,L,3,0.166,25,Juv
TANK2.1,LTC1,L,3,0.486,34,Juv
TANK2.1,LTC1,L,3,0.185,24,Juv
TANK2.1,LTC1,L,3,0.109,22,Juv
TANK2.1,LTC1,L,3,0.374,31,Juv
TANK2.1,LTC1,L,3,0.348,32,Juv
TANK2.1,LTC1,L,3,0.229,27,Juv
TANK2.1,LTC1,L,3,0.242,26,Juv
TANK2.1,LTC1,L,3,0.253,27,Juv
TANK2.1,LTC1,L,3,0.2,26,Juv
TANK2.1,LTC1,L,3,0.306,28,Juv
TANK2.1,LTC1,L,3,0.478,34,Juv
TANK2.1,LTC1,L,3,0.229,28,Juv
TANK2.1,LTC1,L,3,0.32,29,Juv
TANK2.1,LTC1,L,3,0.242,27,Juv
TANK2.1,LTC1,L,3,0.208,26,Juv
TANK2.1,LTC1,L,3,0.172,24,Juv
TANK2.1,LTC1,L,3,0.285,30,Juv
TANK3.2,HTC5,H,3,0.557,35,Juv
TANK3.2,HTC5,H,3,0.202,27,Juv
TANK3.2,HTC5,H,3,0.372,32,Juv
TANK3.2,HTC5,H,3,0.308,30,Juv
TANK3.2,HTC5,H,3,0.392,34,Juv
TANK3.2,HTC5,H,3,0.288,28,Juv
TANK3.2,HTC5,H,3,0.47,34,Juv
TANK3.2,HTC5,H,3,0.365,31,Juv
TANK3.2,HTC5,H,3,0.135,21,Juv
TANK3.2,HTC5,H,3,0.465,34,Juv
TANK3.2,HTC5,H,3,0.541,34,Juv
TANK3.2,HTC5,H,3,0.384,32,Juv
TANK3.2,HTC5,H,3,0.102,23,Juv
TANK3.2,HTC5,H,3,0.248,27,Juv
TANK3.2,HTC5,H,3,0.335,31,Juv
TANK3.2,HTC5,H,3,0.158,24,Juv
TANK3.2,HTC5,H,3,0.413,33,Juv
TANK3.2,HTC5,H,3,0.219,25,Juv
TANK3.2,HTC5,H,3,0.258,27,Juv
TANK3.2,HTC5,H,3,0.6,36,Juv
TANK5.1,LTC3,L,3,0.274,29,Juv
TANK5.1,LTC3,L,3,0.326,30,Juv
TANK5.1,LTC3,L,3,0.171,26,Juv
TANK5.1,LTC3,L,3,0.294,29,Juv
TANK5.1,LTC3,L,3,0.233,28,Juv
TANK5.1,LTC3,L,3,0.31,30,Juv
TANK5.1,LTC3,L,3,0.262,28,Juv
TANK5.1,LTC3,L,3,0.638,37,Juv
TANK5.1,LTC3,L,3,0.251,27,Juv
TANK5.1,LTC3,L,3,0.376,32,Juv
TANK5.1,LTC3,L,3,0.343,32,Juv
TANK5.1,LTC3,L,3,0.214,26,Juv
TANK5.1,LTC3,L,3,0.196,26,Juv
TANK5.1,LTC3,L,3,0.411,32,Juv
TANK5.1,LTC3,L,3,0.288,29,Juv
TANK5.1,LTC3,L,3,0.118,22,Juv
TANK5.1,LTC3,L,3,0.312,30,Juv
TANK5.1,LTC3,L,3,0.188,26,Juv
TANK5.1,LTC3,L,3,0.495,33,Juv
TANK5.1,LTC3,L,3,0.379,32,Juv
TANK1.1,HTC4,H,4,0.223,27,Juv
TANK1.1,HTC4,H,4,0.169,26,Juv
TANK1.1,HTC4,H,4,0.259,29,Juv
TANK1.1,HTC4,H,4,0.176,27,Juv
TANK1.1,HTC4,H,4,0.14,24,Juv
TANK1.1,HTC4,H,4,0.083,20,Juv
TANK1.1,HTC4,H,4,0.254,30,Juv
TANK1.1,HTC4,H,4,0.472,36,Juv
TANK1.1,HTC4,H,4,0.187,27,Juv
TANK1.1,HTC4,H,4,0.22,28,Juv
TANK1.1,HTC4,H,4,0.14,23,Juv
TANK1.1,HTC4,H,4,0.408,32,Juv
TANK1.1,HTC4,H,4,0.083,21,Juv
TANK1.1,HTC4,H,4,0.338,31,Juv
TANK1.1,HTC4,H,4,0.215,28,Juv
TANK1.1,HTC4,H,4,0.255,31,Juv
TANK1.1,HTC4,H,4,0.068,20,Juv
TANK1.1,HTC4,H,4,0.242,30,Juv
TANK1.1,HTC4,H,4,0.297,30,Juv
TANK1.1,HTC4,H,4,0.111,24,Juv
TANK2.1,LTC1,L,4,0.198,27,Juv
TANK2.1,LTC1,L,4,0.243,28,Juv
TANK2.1,LTC1,L,4,0.042,19,Juv
TANK2.1,LTC1,L,4,0.245,27,Juv
TANK2.1,LTC1,L,4,0.333,29,Juv
TANK2.1,LTC1,L,4,0.191,26,Juv
TANK2.1,LTC1,L,4,0.078,21,Juv
TANK2.1,LTC1,L,4,0.246,28,Juv
TANK2.1,LTC1,L,4,0.278,30,Juv
TANK2.1,LTC1,L,4,0.116,22,Juv
TANK2.1,LTC1,L,4,0.326,32,Juv
TANK2.1,LTC1,L,4,0.096,22,Juv
TANK2.1,LTC1,L,4,0.094,22,Juv
TANK2.1,LTC1,L,4,0.192,27,Juv
TANK2.1,LTC1,L,4,0.299,30,Juv
TANK2.1,LTC1,L,4,0.163,25,Juv
TANK2.1,LTC1,L,4,0.188,27,Juv
TANK2.1,LTC1,L,4,0.372,30,Juv
TANK2.1,LTC1,L,4,0.139,23,Juv
TANK2.1,LTC1,L,4,0.135,24,Juv
TANK3.2,HTC5,H,4,0.196,27,Juv
TANK3.2,HTC5,H,4,0.166,26,Juv
TANK3.2,HTC5,H,4,0.323,31,Juv
TANK3.2,HTC5,H,4,0.218,26,Juv
TANK3.2,HTC5,H,4,0.173,25,Juv
TANK3.2,HTC5,H,4,0.262,28,Juv
TANK3.2,HTC5,H,4,0.5,33,Juv
TANK3.2,HTC5,H,4,0.138,25,Juv
TANK3.2,HTC5,H,4,0.301,31,Juv
TANK3.2,HTC5,H,4,0.292,31,Juv
TANK3.2,HTC5,H,4,0.198,28,Juv
TANK3.2,HTC5,H,4,0.155,26,Juv
TANK3.2,HTC5,H,4,0.328,32,Juv
TANK3.2,HTC5,H,4,0.134,24,Juv
TANK3.2,HTC5,H,4,0.372,32,Juv
TANK3.2,HTC5,H,4,0.157,26,Juv
TANK3.2,HTC5,H,4,0.269,30,Juv
TANK3.2,HTC5,H,4,0.374,31,Juv
TANK3.2,HTC5,H,4,0.126,23,Juv
TANK3.2,HTC5,H,4,0.168,24,Juv
TANK4.2,LTC2,L,4,0.281,27,Juv
TANK4.2,LTC2,L,4,0.369,31,Juv
TANK4.2,LTC2,L,4,0.34,32,Juv
TANK4.2,LTC2,L,4,0.325,28,Juv
TANK4.2,LTC2,L,4,0.179,26,Juv
TANK4.2,LTC2,L,4,0.436,36,Juv
TANK4.2,LTC2,L,4,0.341,33,Juv
TANK4.2,LTC2,L,4,0.618,36,Juv
TANK4.2,LTC2,L,4,0.171,27,Juv
TANK4.2,LTC2,L,4,0.11,23,Juv
TANK4.2,LTC2,L,4,0.167,25,Juv
TANK4.2,LTC2,L,4,0.325,30,Juv
TANK4.2,LTC2,L,4,0.192,27,Juv
TANK4.2,LTC2,L,4,0.1,22,Juv
TANK4.2,LTC2,L,4,0.274,28,Juv
TANK4.2,LTC2,L,4,0.308,30,Juv
TANK4.2,LTC2,L,4,0.238,28,Juv
TANK4.2,LTC2,L,4,0.146,24,Juv
TANK4.2,LTC2,L,4,0.256,28,Juv
TANK4.2,LTC2,L,4,0.169,25,Juv
TANK5.1,LTC3,L,4,0.151,23,Juv
TANK5.1,LTC3,L,4,0.673,36,Juv
TANK5.1,LTC3,L,4,0.358,31,Juv
TANK5.1,LTC3,L,4,0.075,21,Juv
TANK5.1,LTC3,L,4,0.336,30,Juv
TANK5.1,LTC3,L,4,0.267,28,Juv
TANK5.1,LTC3,L,4,0.236,26,Juv
TANK5.1,LTC3,L,4,0.123,22,Juv
TANK5.1,LTC3,L,4,0.217,27,Juv
TANK5.1,LTC3,L,4,0.383,33,Juv
TANK5.1,LTC3,L,4,0.133,22,Juv
TANK5.1,LTC3,L,4,0.195,26,Juv
TANK5.1,LTC3,L,4,0.233,28,Juv
TANK5.1,LTC3,L,4,0.365,31,Juv
TANK5.1,LTC3,L,4,0.192,27,Juv
TANK5.1,LTC3,L,4,0.244,27,Juv
TANK5.1,LTC3,L,4,0.227,28,Juv
TANK5.1,LTC3,L,4,0.152,22,Juv
TANK5.1,LTC3,L,4,0.312,28,Juv
TANK5.1,LTC3,L,4,0.144,23,Juv
TANK6.3,HTC6,H,4,0.277,28,Juv
TANK6.3,HTC6,H,4,0.572,37,Juv
TANK6.3,HTC6,H,4,0.154,26,Juv
TANK6.3,HTC6,H,4,0.205,27,Juv
TANK6.3,HTC6,H,4,0.332,30,Juv
TANK6.3,HTC6,H,4,0.306,30,Juv
TANK6.3,HTC6,H,4,0.383,33,Juv
TANK6.3,HTC6,H,4,0.293,30,Juv
TANK6.3,HTC6,H,4,0.146,25,Juv
TANK6.3,HTC6,H,4,0.576,36,Juv
TANK6.3,HTC6,H,4,0.247,31,Juv
TANK6.3,HTC6,H,4,0.558,37,Juv
TANK6.3,HTC6,H,4,0.182,26,Juv
TANK6.3,HTC6,H,4,0.538,37,Juv
TANK6.3,HTC6,H,4,0.14,25,Juv
TANK6.3,HTC6,H,4,0.256,30,Juv
TANK6.3,HTC6,H,4,0.299,32,Juv
TANK6.3,HTC6,H,4,0.203,27,Juv
TANK6.3,HTC6,H,4,0.53,35,Juv
TANK6.3,HTC6,H,4,0.154,26,Juv
TANK1.1,HTC4,H,5,0.696,39,Juv
TANK1.1,HTC4,H,5,0.222,29,Juv
TANK1.1,HTC4,H,5,0.303,31,Juv
TANK1.1,HTC4,H,5,0.361,33,Juv
TANK1.1,HTC4,H,5,0.133,23,Juv
TANK1.1,HTC4,H,5,0.155,26,Juv
TANK1.1,HTC4,H,5,0.133,27,Juv
TANK1.1,HTC4,H,5,0.123,26,Juv
TANK1.1,HTC4,H,5,0.301,28,Juv
TANK1.1,HTC4,H,5,0.348,33,Juv
TANK1.1,HTC4,H,5,0.257,28,Juv
TANK1.1,HTC4,H,5,0.232,29,Juv
TANK1.1,HTC4,H,5,0.394,34,Juv
TANK1.1,HTC4,H,5,0.367,33,Juv
TANK1.1,HTC4,H,5,0.5,36,Juv
TANK1.1,HTC4,H,5,0.34,29,Juv
TANK1.1,HTC4,H,5,0.204,28,Juv
TANK1.1,HTC4,H,5,0.328,31,Juv
TANK1.1,HTC4,H,5,0.531,37,Juv
TANK1.1,HTC4,H,5,0.136,24,Juv
TANK2.1,LTC1,L,5,0.213,26,Juv
TANK2.1,LTC1,L,5,0.124,23,Juv
TANK2.1,LTC1,L,5,0.318,32,Juv
TANK2.1,LTC1,L,5,0.063,19,Juv
TANK2.1,LTC1,L,5,0.143,24,Juv
TANK2.1,LTC1,L,5,0.183,25,Juv
TANK2.1,LTC1,L,5,0.084,20,Juv
TANK2.1,LTC1,L,5,0.071,19,Juv
TANK2.1,LTC1,L,5,0.213,25,Juv
TANK2.1,LTC1,L,5,0.374,30,Juv
TANK2.1,LTC1,L,5,0.152,24,Juv
TANK2.1,LTC1,L,5,0.15,24,Juv
TANK2.1,LTC1,L,5,0.57,38,Juv
TANK2.1,LTC1,L,5,0.054,18,Juv
TANK2.1,LTC1,L,5,0.058,19,Juv
TANK2.1,LTC1,L,5,0.453,33,Juv
TANK2.1,LTC1,L,5,0.316,30,Juv
TANK2.1,LTC1,L,5,0.152,24,Juv
TANK2.1,LTC1,L,5,0.203,27,Juv
TANK2.1,LTC1,L,5,0.156,25,Juv
TANK3.2,HTC5,H,5,0.247,28,Juv
TANK3.2,HTC5,H,5,0.294,29,Juv
TANK3.2,HTC5,H,5,0.208,28,Juv
TANK3.2,HTC5,H,5,0.175,25,Juv
TANK3.2,HTC5,H,5,0.226,30,Juv
TANK3.2,HTC5,H,5,0.395,32,Juv
TANK3.2,HTC5,H,5,0.234,26,Juv
TANK3.2,HTC5,H,5,0.283,31,Juv
TANK3.2,HTC5,H,5,0.144,23,Juv
TANK3.2,HTC5,H,5,0.44,29,Juv
TANK3.2,HTC5,H,5,0.148,25,Juv
TANK3.2,HTC5,H,5,0.155,23,Juv
TANK3.2,HTC5,H,5,0.235,28,Juv
TANK3.2,HTC5,H,5,0.468,32,Juv
TANK3.2,HTC5,H,5,0.229,28,Juv
TANK3.2,HTC5,H,5,0.175,23,Juv
TANK3.2,HTC5,H,5,0.338,30,Juv
TANK3.2,HTC5,H,5,0.375,30,Juv
TANK3.2,HTC5,H,5,0.223,28,Juv
TANK3.2,HTC5,H,5,0.172,25,Juv
TANK4.2,LTC2,L,5,0.236,27,Juv
TANK4.2,LTC2,L,5,0.266,28,Juv
TANK4.2,LTC2,L,5,0.34,30,Juv
TANK4.2,LTC2,L,5,0.404,31,Juv
TANK4.2,LTC2,L,5,0.069,19,Juv
TANK4.2,LTC2,L,5,0.16,25,Juv
TANK4.2,LTC2,L,5,0.132,24,Juv
TANK4.2,LTC2,L,5,0.157,22,Juv
TANK4.2,LTC2,L,5,0.692,35,Juv
TANK4.2,LTC2,L,5,0.103,21,Juv
TANK4.2,LTC2,L,5,0.208,26,Juv
TANK4.2,LTC2,L,5,0.202,26,Juv
TANK4.2,LTC2,L,5,0.129,22,Juv
TANK4.2,LTC2,L,5,0.175,26,Juv
TANK4.2,LTC2,L,5,0.159,24,Juv
TANK4.2,LTC2,L,5,0.134,22,Juv
TANK4.2,LTC2,L,5,0.357,31,Juv
TANK4.2,LTC2,L,5,0.223,28,Juv
TANK4.2,LTC2,L,5,0.115,23,Juv
TANK4.2,LTC2,L,5,0.281,27,Juv
TANK5.1,LTC3,L,5,0.224,28,Juv
TANK5.1,LTC3,L,5,0.177,24,Juv
TANK5.1,LTC3,L,5,0.109,20,Juv
TANK5.1,LTC3,L,5,0.073,22,Juv
TANK5.1,LTC3,L,5,0.056,18,Juv
TANK5.1,LTC3,L,5,0.093,20,Juv
TANK5.1,LTC3,L,5,0.588,39,Juv
TANK5.1,LTC3,L,5,0.339,32,Juv
TANK5.1,LTC3,L,5,0.348,31,Juv
TANK5.1,LTC3,L,5,0.288,27,Juv
TANK5.1,LTC3,L,5,0.025,16,Juv
TANK5.1,LTC3,L,5,0.595,34,Juv
TANK5.1,LTC3,L,5,0.068,20,Juv
TANK5.1,LTC3,L,5,0.124,21,Juv
TANK5.1,LTC3,L,5,0.033,16,Juv
TANK5.1,LTC3,L,5,0.112,23,Juv
TANK5.1,LTC3,L,5,0.126,23,Juv
TANK5.1,LTC3,L,5,0.28,27,Juv
TANK5.1,LTC3,L,5,0.099,22,Juv
TANK5.1,LTC3,L,5,0.635,36,Juv
TANK6.3,HTC6,H,5,0.275,30,Juv
TANK6.3,HTC6,H,5,0.704,38,Juv
TANK6.3,HTC6,H,5,0.684,39,Juv
TANK6.3,HTC6,H,5,0.414,33,Juv
TANK6.3,HTC6,H,5,0.262,30,Juv
TANK6.3,HTC6,H,5,0.269,30,Juv
TANK6.3,HTC6,H,5,0.502,35,Juv
TANK6.3,HTC6,H,5,0.67,38,Juv
TANK6.3,HTC6,H,5,0.604,36,Juv
TANK6.3,HTC6,H,5,0.184,26,Juv
TANK6.3,HTC6,H,5,0.297,31,Juv
TANK6.3,HTC6,H,5,0.554,36,Juv
TANK6.3,HTC6,H,5,0.243,29,Juv
TANK6.3,HTC6,H,5,0.377,32,Juv
TANK6.3,HTC6,H,5,0.512,36,Juv
TANK6.3,HTC6,H,5,0.319,31,Juv
TANK6.3,HTC6,H,5,0.23,28,Juv
TANK6.3,HTC6,H,5,0.429,34,Juv
TANK6.3,HTC6,H,5,0.214,28,Juv
TANK6.3,HTC6,H,5,0.568,36,Juv
TANK1.1,HTC4,H,6,0.143,28,Juv
TANK1.1,HTC4,H,6,0.194,25,Juv
TANK1.1,HTC4,H,6,0.231,28,Juv
TANK1.1,HTC4,H,6,0.246,28,Juv
TANK1.1,HTC4,H,6,0.234,28,Juv
TANK1.1,HTC4,H,6,0.304,30,Juv
TANK1.1,HTC4,H,6,0.223,28,Juv
TANK1.1,HTC4,H,6,0.39,32,Juv
TANK1.1,HTC4,H,6,0.451,36,Juv
TANK1.1,HTC4,H,6,0.608,37,Juv
TANK1.1,HTC4,H,6,0.317,30,Juv
TANK1.1,HTC4,H,6,0.152,28,Juv
TANK1.1,HTC4,H,6,0.313,32,Juv
TANK1.1,HTC4,H,6,0.346,32,Juv
TANK1.1,HTC4,H,6,0.276,30,Juv
TANK1.1,HTC4,H,6,0.632,36,Juv
TANK1.1,HTC4,H,6,0.186,27,Juv
TANK1.1,HTC4,H,6,0.175,26,Juv
TANK1.1,HTC4,H,6,0.196,28,Juv
TANK1.1,HTC4,H,6,0.322,30,Juv
TANK2.1,LTC1,L,6,0.229,27,Juv
TANK2.1,LTC1,L,6,0.36,31,Juv
TANK2.1,LTC1,L,6,0.119,24,Juv
TANK2.1,LTC1,L,6,0.163,25,Juv
TANK2.1,LTC1,L,6,0.18,25,Juv
TANK2.1,LTC1,L,6,0.201,25,Juv
TANK2.1,LTC1,L,6,0.114,23,Juv
TANK2.1,LTC1,L,6,0.268,30,Juv
TANK2.1,LTC1,L,6,0.127,22,Juv
TANK2.1,LTC1,L,6,0.18,25,Juv
TANK2.1,LTC1,L,6,0.588,37,Juv
TANK2.1,LTC1,L,6,0.54,35,Juv
TANK2.1,LTC1,L,6,0.136,24,Juv
TANK2.1,LTC1,L,6,0.059,18,Juv
TANK2.1,LTC1,L,6,0.458,36,Juv
TANK2.1,LTC1,L,6,0.148,24,Juv
TANK2.1,LTC1,L,6,0.398,35,Juv
TANK2.1,LTC1,L,6,0.224,29,Juv
TANK2.1,LTC1,L,6,0.163,25,Juv
TANK2.1,LTC1,L,6,0.193,26,Juv
TANK3.2,HTC5,H,6,0.158,26,Juv
TANK3.2,HTC5,H,6,0.472,35,Juv
TANK3.2,HTC5,H,6,0.388,31,Juv
TANK3.2,HTC5,H,6,0.539,35,Juv
TANK3.2,HTC5,H,6,0.243,29,Juv
TANK3.2,HTC5,H,6,0.441,34,Juv
TANK3.2,HTC5,H,6,0.241,27,Juv
TANK3.2,HTC5,H,6,0.431,36,Juv
TANK3.2,HTC5,H,6,0.37,31,Juv
TANK3.2,HTC5,H,6,0.768,38,Juv
TANK3.2,HTC5,H,6,0.135,23,Juv
TANK3.2,HTC5,H,6,0.632,35,Juv
TANK3.2,HTC5,H,6,0.271,28,Juv
TANK3.2,HTC5,H,6,0.105,22,Juv
TANK3.2,HTC5,H,6,0.242,28,Juv
TANK3.2,HTC5,H,6,0.242,28,Juv
TANK3.2,HTC5,H,6,0.401,33,Juv
